id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
7768800160,20140827T000000,1054710.0,4,3.5,4210,6481,2.0,0,3,3,9,3260.0,950,2014,0,98075,47.5765,-122.072,3920,5331
8679400130,20150506T000000,353000.0,4,1.5,1100,9600,1.0,0,0,4,6,1100.0,0,1960,0,98033,47.7,-122.175,1100,9630
2133010290,20140724T000000,398000.0,4,2.5,2050,14724,2.0,0,0,3,7,2050.0,0,1989,0,98019,47.73,-121.969,1920,12841
4112100165,20150317T000000,475000.0,3,3.0,2010,2554,2.0,0,0,3,7,1860.0,150,2001,0,98118,47.5525,-122.26899999999999,1370,5100
3275800050,20141022T000000,242000.0,3,1.5,1640,8922,1.0,0,0,4,7,1640.0,0,1963,0,98146,47.495,-122.34200000000001,1540,9040
9183702220,20140915T000000,306000.0,3,1.75,1980,9800,1.0,0,0,3,7,1980.0,0,1991,0,98030,47.3745,-122.22399999999999,1630,7650
7338200240,20140516T000000,437500.0,3,2.5,2320,36847,2.0,0,2,3,9,2320.0,0,1992,0,98045,47.4838,-121.714,2550,35065
2887701940,20141205T000000,485000.0,2,1.75,2060,2700,1.0,0,0,3,7,1030.0,1030,1929,0,98115,47.6856,-122.31200000000001,1390,2700
4142450490,20150403T000000,315000.0,3,2.5,1790,6452,2.0,0,0,3,7,1790.0,0,2004,0,98038,47.3841,-122.042,1610,3600
2644900109,20150427T000000,439950.0,5,1.75,2190,7500,1.0,0,0,3,7,1290.0,900,1979,0,98133,47.7766,-122.355,1790,8820
871000155,20141211T000000,665000.0,3,1.0,1650,5102,1.0,0,0,4,8,1300.0,350,1953,0,98199,47.6524,-122.404,1440,5102
6413600285,20140825T000000,402000.0,3,1.75,1580,6127,1.5,0,0,5,7,1580.0,0,1947,0,98125,47.7192,-122.32,1500,6128
9557300560,20140508T000000,530000.0,3,1.75,1980,6760,1.0,0,0,4,8,1980.0,0,1973,0,98008,47.6398,-122.113,2120,7280
7575700015,20140710T000000,800000.0,3,2.75,2220,4000,2.0,0,0,3,8,1700.0,520,1914,2000,98122,47.617,-122.291,1800,4000
8016300240,20150402T000000,714000.0,3,1.75,2260,11781,1.0,0,0,4,8,1520.0,740,1968,0,98008,47.5982,-122.12799999999999,2530,10176
1523049115,20141021T000000,234550.0,3,1.0,1990,15375,1.0,0,0,3,7,1140.0,850,1946,0,98168,47.4778,-122.288,1160,10236
1860600290,20140627T000000,1020000.0,3,2.25,1670,4800,1.5,0,3,3,8,1670.0,0,1903,0,98119,47.6356,-122.367,2300,4800
5152200020,20150504T000000,298000.0,3,1.75,1620,12825,1.0,0,0,3,8,1340.0,280,1962,0,98003,47.3321,-122.323,2076,11200
8956200990,20150426T000000,499160.0,4,2.5,2628,11466,2.0,0,0,3,9,2628.0,0,2014,0,98001,47.2904,-122.264,2849,10909
6844701680,20150325T000000,455000.0,2,1.5,1260,5100,1.0,0,0,3,7,1260.0,0,1941,0,98115,47.6914,-122.288,1640,5100
723049596,20140509T000000,255000.0,2,1.0,810,7980,1.0,0,0,1,6,810.0,0,1928,0,98146,47.489,-122.337,1440,7980
7338001190,20141017T000000,215000.0,3,1.5,1280,5065,2.0,0,0,4,6,1280.0,0,1983,0,98002,47.3343,-122.21700000000001,1070,4491
419000035,20141015T000000,187000.0,2,1.0,860,5400,1.0,0,0,4,5,860.0,0,1953,0,98056,47.492,-122.171,960,5400
8835900010,20140804T000000,579000.0,3,1.0,1590,5400,1.0,0,1,3,8,1280.0,310,1948,0,98118,47.5509,-122.26100000000001,2140,7161
4167300300,20140813T000000,310000.0,4,1.75,1880,12150,1.0,0,0,3,7,1280.0,600,1976,0,98023,47.3272,-122.363,1980,9680
7853320250,20140920T000000,480000.0,3,2.5,2410,4656,2.0,0,0,3,7,2410.0,0,2009,0,98065,47.5203,-121.874,2410,4840
3904990570,20140524T000000,496700.0,3,2.5,1740,5782,2.0,0,0,4,8,1740.0,0,1989,0,98029,47.5783,-122.001,2080,5782
6414100026,20150108T000000,320000.0,2,1.0,1802,11225,1.0,0,0,3,7,1802.0,0,1961,0,98125,47.7205,-122.323,1810,7332
7853280370,20141114T000000,805000.0,5,4.5,4600,7810,2.0,0,0,3,9,3200.0,1400,2006,0,98065,47.5381,-121.86,4480,6324
6450301835,20140705T000000,459500.0,3,1.75,1470,4950,1.0,0,0,3,7,1030.0,440,1984,0,98133,47.7325,-122.337,1100,5250
7555220150,20141217T000000,670000.0,4,2.25,2370,9636,1.0,0,0,3,8,1660.0,710,1976,0,98033,47.6497,-122.194,2350,9588
3630200780,20140522T000000,1051000.0,4,3.75,3860,5474,2.5,0,0,3,10,3860.0,0,2007,0,98029,47.5396,-121.995,3040,5474
2287000060,20140912T000000,799000.0,3,2.5,2140,9897,1.0,0,0,4,8,2140.0,0,1959,0,98040,47.5505,-122.219,2680,10083
1430800162,20150114T000000,250000.0,3,1.0,1040,8000,1.0,0,0,4,7,1040.0,0,1956,0,98166,47.4711,-122.35,1170,9450
4083800345,20150427T000000,620000.0,4,2.25,1890,4300,1.5,0,0,3,7,1350.0,540,1918,0,98103,47.6649,-122.337,1830,3800
1077100070,20150316T000000,449900.0,3,1.75,1760,8266,1.0,0,0,5,7,1760.0,0,1954,0,98133,47.7708,-122.339,1400,8519
7237550020,20140703T000000,1100000.0,4,3.75,5070,60123,2.0,0,0,3,11,5070.0,0,2000,0,98053,47.6567,-122.00399999999999,4920,101930
687600110,20141020T000000,778000.0,3,2.25,2260,33080,1.0,0,0,5,9,1690.0,570,1974,0,98005,47.6386,-122.18299999999999,3020,35291
6386600130,20140624T000000,218000.0,3,1.5,1330,7600,1.0,0,0,4,7,1330.0,0,1968,0,98023,47.3103,-122.366,1500,7776
7950302345,20140815T000000,345000.0,3,1.0,1010,3060,1.5,0,0,3,6,1010.0,0,1904,0,98118,47.5657,-122.285,1330,4590
2771104010,20140605T000000,529999.0,3,2.5,1710,1664,2.0,0,0,5,8,1300.0,410,2003,0,98199,47.6456,-122.383,1470,5400
7745000090,20140509T000000,565000.0,4,2.25,2470,7447,2.0,0,0,3,8,2470.0,0,1984,0,98155,47.7514,-122.286,2270,7400
7100000120,20140818T000000,474900.0,3,1.0,1630,8308,1.5,0,0,3,7,1630.0,0,1948,0,98146,47.5075,-122.37799999999999,1170,8308
23500180,20140505T000000,570000.0,3,2.25,2010,6000,1.0,0,0,3,8,1330.0,680,1975,0,98052,47.6912,-122.115,2080,8260
6012500100,20141001T000000,770000.0,3,1.75,1900,6334,1.0,0,2,3,8,1450.0,450,1948,0,98105,47.6675,-122.27600000000001,1530,6334
3751602797,20140702T000000,411000.0,4,2.0,2370,76665,2.0,0,0,4,8,2370.0,0,1978,0,98001,47.2831,-122.279,2110,19334
1771000890,20140917T000000,305000.0,3,1.0,1160,9750,1.0,0,0,3,7,1160.0,0,1967,0,98077,47.7422,-122.073,1160,9650
2251500270,20150413T000000,700000.0,4,2.25,2690,15000,2.0,0,0,3,9,1890.0,800,1978,0,98074,47.611999999999995,-122.064,2670,15030
5153200666,20150114T000000,212000.0,3,2.25,1900,18000,1.0,0,0,4,7,1280.0,620,1968,0,98023,47.3251,-122.354,1920,15000
2922701305,20150402T000000,470000.0,2,1.75,1520,4220,1.0,0,0,4,7,840.0,680,1910,0,98117,47.6876,-122.366,1120,5700
629000605,20150227T000000,1398000.0,3,2.5,2910,10044,2.0,0,0,4,10,2910.0,0,1989,0,98004,47.5845,-122.199,2420,12287
8682260870,20140912T000000,344000.0,2,2.0,1300,4659,1.0,0,0,3,8,1300.0,0,2005,0,98053,47.7132,-122.03299999999999,1640,4780
8562740440,20140909T000000,760000.0,4,2.5,2990,5280,2.0,0,0,3,9,2210.0,780,2003,0,98027,47.5353,-122.066,2990,6299
3586501085,20140808T000000,630000.0,4,2.5,2290,26720,2.0,0,0,3,8,2290.0,0,1977,0,98177,47.7502,-122.374,2290,26720
3303990410,20141111T000000,1096500.0,5,3.25,4010,12110,2.0,0,0,3,11,4010.0,0,2003,0,98059,47.5228,-122.15100000000001,4010,12334
1310430400,20140513T000000,455000.0,4,2.5,3360,7685,2.0,0,0,3,9,3360.0,0,2001,0,98058,47.4369,-122.111,3060,6567
3575304895,20140923T000000,406550.0,5,2.75,2400,15781,1.0,0,0,4,7,1200.0,1200,1974,0,98074,47.622,-122.059,2390,7500
1795900360,20140602T000000,615000.0,4,2.5,2150,9070,2.0,0,0,4,8,2150.0,0,1985,0,98052,47.7279,-122.10700000000001,2230,8995
6450300605,20150501T000000,410000.0,3,2.0,1750,2550,1.0,0,0,3,7,1750.0,0,1955,0,98133,47.7329,-122.34299999999999,1370,1533
1523059183,20141205T000000,529000.0,5,2.5,2380,91476,1.0,0,0,4,8,1580.0,800,1976,0,98059,47.479,-122.15299999999999,1880,12870
2622029072,20141001T000000,520000.0,4,3.5,2734,210201,2.0,0,0,5,8,2734.0,0,1974,0,98070,47.3652,-122.50399999999999,2270,187308
2423059104,20141008T000000,360000.0,3,2.0,1970,79714,1.0,0,0,3,7,1070.0,900,1979,0,98058,47.4674,-122.10700000000001,1890,36626
1561910270,20150317T000000,372400.0,3,2.5,2720,11937,2.0,0,0,3,9,2720.0,0,1990,0,98031,47.4185,-122.212,2590,9683
2594200375,20150330T000000,427500.0,3,1.75,1240,7200,1.0,0,0,5,7,1240.0,0,1942,0,98136,47.5142,-122.389,1640,7200
5729000080,20141029T000000,465000.0,3,3.0,2290,15600,1.0,0,0,3,8,1420.0,870,1948,1990,98001,47.3558,-122.29,1890,14143
1087500040,20141014T000000,403000.0,3,1.75,1270,10790,1.0,0,0,3,7,1270.0,0,1956,0,98033,47.6647,-122.177,1270,10790
4232901120,20140520T000000,792000.0,3,1.5,1570,1050,2.0,0,0,3,8,1570.0,0,1915,0,98109,47.6358,-122.35600000000001,2070,3600
8562770430,20140702T000000,567500.0,3,2.5,2280,2502,2.0,0,0,3,8,1880.0,400,2006,0,98027,47.5364,-122.073,2280,2812
7893207490,20150212T000000,275000.0,3,1.0,1250,10744,1.0,0,0,3,6,1250.0,0,1942,0,98198,47.4226,-122.32700000000001,1500,10710
6905200050,20141009T000000,606400.0,3,3.0,1800,5000,1.5,0,2,3,8,1500.0,300,1929,0,98119,47.6475,-122.37100000000001,1670,5000
191100405,20150421T000000,1575000.0,4,3.25,3410,10125,2.0,0,0,3,10,3410.0,0,2007,0,98040,47.5653,-122.223,2290,10125
2890100060,20140801T000000,385000.0,4,1.5,2040,10726,1.0,0,0,3,7,1380.0,660,1954,0,98177,47.772,-122.35799999999999,1610,10020
7214400005,20150313T000000,663500.0,2,1.0,1310,5200,1.0,0,0,3,7,910.0,400,1946,0,98115,47.6784,-122.304,1320,4794
3581100330,20140804T000000,375000.0,3,1.0,980,7296,1.0,0,0,3,7,980.0,0,1967,0,98034,47.7292,-122.23100000000001,1280,7296
3343901340,20140804T000000,330000.0,3,1.75,1460,9261,1.0,0,0,3,7,1460.0,0,1985,0,98056,47.5155,-122.189,1550,8800
1980200236,20150417T000000,649950.0,3,2.5,2420,6847,2.0,0,0,3,9,2420.0,0,2009,0,98133,47.7329,-122.35600000000001,1180,8100
7977201240,20150311T000000,1010000.0,4,3.5,3500,4080,2.0,0,2,3,9,2590.0,910,2004,0,98115,47.6834,-122.292,2430,5100
9521100880,20140916T000000,588000.0,3,1.5,1780,4200,1.5,0,0,4,8,1780.0,0,1916,0,98103,47.662,-122.34899999999999,1380,3333
9829200495,20150325T000000,921000.0,4,2.5,2310,5362,2.0,0,4,4,8,2010.0,300,1928,0,98122,47.6044,-122.28399999999999,2530,5960
1922059298,20150414T000000,175000.0,3,1.0,1460,11880,1.0,0,0,2,7,1460.0,0,1961,0,98030,47.3762,-122.219,1310,9315
8682262240,20150330T000000,505000.0,2,2.5,1900,5065,2.0,0,0,3,8,1900.0,0,2005,0,98053,47.7175,-122.03399999999999,1350,4664
9542830540,20150303T000000,339950.0,4,2.5,2150,4000,2.0,0,0,3,7,2150.0,0,2010,0,98038,47.3655,-122.01799999999999,1610,4000
7300400150,20141027T000000,299000.0,4,2.5,2350,6958,2.0,0,0,3,9,2350.0,0,1998,0,98092,47.3321,-122.17200000000001,2480,6395
952000640,20141027T000000,715000.0,3,1.5,1670,5060,2.0,0,2,5,7,1670.0,0,1925,0,98126,47.5671,-122.37899999999999,1670,5118
2725069150,20140817T000000,710000.0,3,2.5,2830,9680,2.0,0,0,3,10,2830.0,0,1991,0,98074,47.6249,-122.024,2970,8691
461003251,20140801T000000,437000.0,3,2.25,1130,1221,2.0,0,0,3,8,1030.0,100,2004,0,98117,47.6799,-122.375,1300,5000
8731981500,20140818T000000,355000.0,4,1.75,2160,8000,1.0,0,0,4,9,1660.0,500,1976,0,98023,47.3165,-122.382,2350,8200
3797000680,20141125T000000,549000.0,3,2.0,1340,3000,2.0,0,0,5,7,1340.0,0,1905,0,98103,47.6857,-122.34899999999999,1120,3000
7942100310,20150127T000000,232000.0,3,1.75,1300,11230,1.0,0,0,5,7,1300.0,0,1968,0,98042,47.3811,-122.087,1300,10794
2475900565,20150309T000000,392500.0,3,1.0,1390,10500,1.5,0,0,3,6,1390.0,0,1940,0,98024,47.567,-121.89299999999999,1350,9800
3904900230,20140716T000000,520000.0,3,2.25,1850,10855,1.0,0,0,3,8,1370.0,480,1985,0,98029,47.5696,-122.02,1850,8209
6071000030,20140722T000000,610000.0,5,2.75,2930,31411,1.0,0,0,4,9,1520.0,1410,1975,0,98006,47.5576,-122.186,3070,12378
7205510370,20141124T000000,304500.0,3,2.25,1790,6930,1.0,0,0,3,7,1390.0,400,1974,0,98003,47.3536,-122.31700000000001,1810,7420
7696630170,20140605T000000,276000.0,4,2.5,2068,7242,2.0,0,0,4,7,2068.0,0,1976,0,98001,47.3318,-122.281,1560,7524
345700040,20140729T000000,315000.0,2,1.0,1010,7338,2.0,0,0,4,7,1010.0,0,1981,0,98056,47.5123,-122.19,1220,7719
3052700432,20141112T000000,490000.0,3,2.25,1500,1290,2.0,0,0,3,8,1220.0,280,2006,0,98117,47.6785,-122.375,1460,1375
2260300060,20150410T000000,2575000.0,5,3.0,4780,20440,1.0,0,0,4,10,3660.0,1120,1975,0,98039,47.6242,-122.23899999999999,4660,20440
9222400935,20140523T000000,478000.0,3,1.0,1280,2580,1.5,0,0,3,8,1280.0,0,1910,2014,98115,47.6727,-122.32,1410,3150
1022069183,20140627T000000,725000.0,3,2.5,3580,54450,1.5,0,0,3,9,3580.0,0,1990,0,98038,47.4026,-122.03299999999999,3090,35943
2722059322,20141020T000000,320000.0,4,2.5,2223,5780,2.0,0,0,3,8,2223.0,0,2010,0,98042,47.3586,-122.15700000000001,1690,7766
3449000060,20141001T000000,320000.0,3,1.0,1400,9000,1.0,0,0,5,7,1400.0,0,1959,0,98059,47.5022,-122.145,1440,8400
2024059084,20150313T000000,625000.0,4,2.75,2290,21486,1.0,0,2,5,7,2290.0,0,1963,0,98006,47.5515,-122.189,2540,15936
952000925,20140922T000000,430000.0,3,1.75,1440,4025,1.0,0,0,4,6,720.0,720,1917,0,98126,47.567,-122.38,1500,5750
7349400420,20141105T000000,286285.0,4,2.25,1980,9714,1.0,0,0,3,7,1170.0,810,1977,0,98002,47.3207,-122.209,1610,9272
4457300135,20141105T000000,741000.0,4,2.75,2070,10125,1.0,0,0,3,7,1390.0,680,1962,0,98040,47.5697,-122.219,1850,10125
8099200030,20141222T000000,232000.0,3,1.5,1390,11340,1.0,0,0,4,7,1390.0,0,1963,0,98031,47.3984,-122.186,1740,11340
243000380,20150326T000000,365000.0,3,1.75,2080,7800,1.0,0,0,5,7,1220.0,860,1955,0,98166,47.4536,-122.355,1770,7860
7631200085,20140512T000000,947500.0,3,2.75,2980,27144,1.5,1,2,5,8,2180.0,800,1917,0,98166,47.4522,-122.37799999999999,1890,12514
952004875,20140602T000000,661000.0,4,2.25,1990,4600,1.5,0,2,4,8,1420.0,570,1932,0,98126,47.5638,-122.38,1810,5750
629420100,20140926T000000,722000.0,4,2.75,3190,5408,2.0,0,0,3,9,3190.0,0,2005,0,98075,47.5903,-121.988,3160,5773
7852090180,20140804T000000,538500.0,3,3.5,2500,4270,2.0,0,0,3,8,2500.0,0,2000,0,98065,47.536,-121.87700000000001,2420,4205
7732410120,20140819T000000,790000.0,4,2.5,2690,8036,2.0,0,0,4,9,2690.0,0,1987,0,98007,47.6596,-122.14399999999999,2420,8087
6152900273,20140909T000000,301000.0,3,1.5,1030,8414,1.0,0,0,4,7,1030.0,0,1967,0,98155,47.7654,-122.29700000000001,1750,8414
110000040,20150317T000000,278000.0,5,1.5,1820,8712,1.0,0,0,5,7,1090.0,730,1960,0,98032,47.3712,-122.289,1820,8712
3438500114,20150512T000000,377000.0,4,2.0,1640,5014,1.0,0,0,4,7,930.0,710,1982,0,98106,47.5545,-122.35600000000001,1600,5452
8645511500,20150420T000000,352750.0,4,2.75,2270,24237,1.0,0,0,4,7,1360.0,910,1977,0,98058,47.4672,-122.175,2050,8016
9334800140,20141023T000000,315000.0,3,1.75,1660,8160,1.0,0,0,4,7,1660.0,0,1951,0,98166,47.4608,-122.35799999999999,1490,8100
3905040220,20140509T000000,525000.0,3,2.5,2030,6970,2.0,0,0,4,8,2030.0,0,1991,0,98029,47.5718,-121.999,2000,6140
8562890280,20140626T000000,310000.0,4,2.5,2430,5499,2.0,0,0,3,8,2430.0,0,2002,0,98042,47.3779,-122.125,2890,5190
3275750290,20150317T000000,480000.0,3,2.0,1460,7860,1.0,0,0,5,7,1460.0,0,1967,0,98008,47.6233,-122.10799999999999,1850,8148
6437400101,20141113T000000,284000.0,2,1.0,860,7204,1.0,0,0,3,7,860.0,0,1918,0,98106,47.5361,-122.351,1200,7500
3241600027,20141006T000000,390000.0,2,1.5,1870,12960,1.5,0,0,4,6,1350.0,520,1926,0,98118,47.5234,-122.288,1380,7800
7214400095,20141027T000000,667500.0,3,2.0,2040,4841,1.0,0,0,4,7,1020.0,1020,1949,0,98115,47.6778,-122.302,1600,4841
2767704345,20140520T000000,467000.0,3,2.25,1270,1213,2.0,0,0,3,8,1040.0,230,2005,0,98107,47.6736,-122.375,1410,1265
8861000235,20150324T000000,825000.0,4,2.75,2220,11925,1.0,0,0,3,7,1560.0,660,1953,1985,98004,47.6381,-122.205,2500,11377
1454100122,20140611T000000,405000.0,3,2.0,1640,7201,1.0,0,0,3,8,1640.0,0,1948,0,98125,47.7216,-122.289,1750,7201
9211010320,20140709T000000,538000.0,3,2.5,3010,7014,2.0,0,0,3,8,3010.0,0,2009,0,98059,47.4949,-122.149,3030,6180
7974700122,20140610T000000,659500.0,3,1.75,1820,5500,1.0,0,0,4,8,1620.0,200,1957,0,98115,47.6737,-122.28299999999999,2330,6050
4219400580,20140612T000000,1688000.0,4,2.5,3000,7500,2.0,0,0,3,9,3000.0,0,1937,1994,98105,47.6571,-122.277,2580,5000
6817750340,20140919T000000,305000.0,4,2.5,1914,3150,2.0,0,0,3,8,1914.0,0,2009,0,98055,47.43,-122.18799999999999,1714,3164
263000164,20141217T000000,425000.0,2,1.0,830,6030,1.0,0,0,4,6,830.0,0,1925,0,98103,47.6994,-122.34700000000001,1280,6030
3395800295,20140711T000000,250000.0,2,1.0,1030,8786,1.0,0,0,3,6,1030.0,0,1956,0,98146,47.4814,-122.34100000000001,1480,8121
6762700376,20141126T000000,650000.0,3,2.75,1540,1251,2.0,0,0,3,8,1230.0,310,2002,0,98102,47.6298,-122.321,1540,1287
2213000030,20140512T000000,1264000.0,4,3.75,3490,9170,2.0,0,0,3,9,3490.0,0,2012,0,98004,47.5991,-122.2,1810,8470
5637500082,20141203T000000,346000.0,3,2.0,1060,1184,2.0,0,0,3,7,730.0,330,2006,0,98136,47.5443,-122.385,1270,1601
8643200035,20140821T000000,299900.0,3,1.75,1470,27000,1.0,0,0,3,7,1470.0,0,1958,0,98198,47.3943,-122.311,2230,14186
3996900125,20141201T000000,230000.0,3,1.0,1060,10228,1.0,0,0,3,7,1060.0,0,1948,0,98155,47.7481,-122.3,1570,10228
3501600235,20140505T000000,585000.0,2,1.0,1770,8640,1.5,0,0,3,6,1520.0,250,1949,0,98117,47.6926,-122.363,1060,4804
2944010240,20140908T000000,988000.0,4,3.0,4040,19700,2.0,0,0,3,11,4040.0,0,1987,0,98052,47.7205,-122.12700000000001,3930,21887
2730000070,20140814T000000,225000.0,3,1.0,1120,10665,1.0,0,0,4,6,1120.0,0,1961,0,98001,47.2886,-122.274,1240,10639
7701800050,20140625T000000,589950.0,5,3.0,2790,19439,1.0,0,3,5,7,1500.0,1290,1973,0,98058,47.4088,-122.089,1620,19439
1223039290,20140905T000000,403950.0,4,2.5,2120,13780,2.0,0,0,3,8,2120.0,0,1993,0,98146,47.4987,-122.365,1880,12000
5637500070,20140731T000000,438000.0,3,2.5,1520,1304,2.0,0,0,3,8,1180.0,340,2006,0,98136,47.5446,-122.385,1270,1718
1311910300,20150204T000000,260000.0,5,2.25,2320,6375,1.0,0,0,4,7,1270.0,1050,1967,0,98001,47.3351,-122.28200000000001,1760,7600
6600220150,20150310T000000,549950.0,4,2.5,2230,14694,1.0,0,0,4,7,1180.0,1050,1981,0,98074,47.6305,-122.03399999999999,1470,13458
6021503570,20140918T000000,525000.0,2,1.0,880,4000,1.0,0,0,3,7,880.0,0,1940,0,98117,47.6847,-122.387,1310,4000
8632100010,20140604T000000,365000.0,2,1.0,1250,8100,1.0,0,0,4,7,1250.0,0,1947,0,98125,47.7294,-122.329,1710,8100
3856904970,20140818T000000,469000.0,2,1.0,1120,4284,1.0,0,0,3,6,730.0,390,1921,0,98105,47.6688,-122.324,2050,4160
8024200681,20140703T000000,425000.0,3,1.5,1400,1022,3.0,0,0,3,8,1400.0,0,2007,0,98115,47.6989,-122.31700000000001,1270,1205
2600010390,20141015T000000,825000.0,4,2.25,2430,10050,2.0,0,0,4,8,2430.0,0,1979,0,98006,47.5563,-122.163,2390,10250
2222059052,20150227T000000,370950.0,3,2.5,2529,9653,2.0,0,0,3,7,2529.0,0,2012,0,98042,47.3738,-122.161,2533,6125
7301300050,20141119T000000,375000.0,3,2.5,1930,6180,1.0,0,0,3,7,1330.0,600,1961,0,98155,47.7481,-122.32700000000001,1940,6180
5360200052,20150224T000000,499950.0,3,2.5,2580,23925,2.0,0,0,3,9,2580.0,0,2001,0,98023,47.2978,-122.376,1660,8460
823000174,20140728T000000,920000.0,3,2.25,3650,5353,2.0,0,4,4,7,2200.0,1450,1947,0,98144,47.5949,-122.291,1950,4970
4167100240,20150310T000000,252000.0,3,1.75,1440,16819,1.5,0,0,4,6,1440.0,0,1925,0,98023,47.3318,-122.37299999999999,1560,12376
8682262170,20140530T000000,415000.0,2,1.75,1340,4664,1.0,0,0,3,8,1340.0,0,2004,0,98053,47.7182,-122.03399999999999,1350,4236
1159400220,20140529T000000,790000.0,5,3.25,2900,12160,1.0,0,0,4,8,1890.0,1010,1967,0,98005,47.6154,-122.16799999999999,2590,12160
2523089097,20141029T000000,524500.0,3,1.5,3430,264844,1.0,0,2,3,7,2230.0,1200,1988,0,98045,47.4476,-121.723,1660,145926
3649100306,20140506T000000,379900.0,4,1.75,1500,11600,1.0,0,0,4,7,1000.0,500,1955,0,98028,47.7373,-122.241,1740,11600
5422560900,20140807T000000,450000.0,3,2.25,1960,6500,2.0,0,0,4,8,1960.0,0,1977,0,98052,47.6642,-122.12899999999999,1860,6160
8899200720,20150331T000000,312000.0,3,2.25,1470,7857,1.0,0,0,4,7,1180.0,290,1973,0,98055,47.4547,-122.209,1900,7600
3324069070,20140707T000000,195000.0,2,1.0,1190,27007,1.0,0,0,4,5,1190.0,0,1910,0,98027,47.523999999999994,-122.04,1730,12632
4289900005,20141230T000000,1535000.0,4,3.25,2850,4100,2.0,0,3,3,10,1820.0,1030,1908,2003,98122,47.6147,-122.285,2130,4200
1565950090,20150305T000000,308000.0,4,2.5,2020,7277,2.0,0,0,3,8,2020.0,0,1993,0,98055,47.4318,-122.19,2820,7284
7214700160,20140509T000000,610000.0,3,3.0,2480,45302,1.0,0,0,4,8,1620.0,860,1976,0,98077,47.7591,-122.073,1260,14100
9578080040,20140812T000000,589000.0,3,3.0,1720,954,3.0,0,0,3,8,1460.0,260,2006,0,98119,47.648,-122.35799999999999,1720,1294
7568700525,20150318T000000,326000.0,2,1.0,1210,7440,1.0,0,0,3,6,780.0,430,1940,0,98155,47.7376,-122.322,1070,7440
2641800060,20150427T000000,239000.0,3,1.0,940,8571,1.0,0,0,3,6,940.0,0,1950,0,98146,47.5006,-122.336,1100,8573
1446403835,20141103T000000,189000.0,2,1.0,790,7128,1.0,0,0,3,6,790.0,0,1944,0,98168,47.4873,-122.324,1110,7150
4302201130,20140508T000000,205000.0,2,1.0,720,5040,1.0,0,0,3,6,720.0,0,1955,0,98106,47.5267,-122.36,1357,5120
1622059088,20140626T000000,385000.0,4,2.5,3200,22651,1.0,0,0,5,8,1610.0,1590,1970,0,98031,47.3931,-122.18299999999999,2030,5500
